	Microbial Species	Microbial TaxID	Clade_name	Kingdom	Phylum	Class	Order	Family	Genus	Species	#MultAlgSp	#UniAlgSp	#AlgSpTot	Chlamydomonas_asymmetrica	Chlamydomonas_callosa	Chlamydomonas_cribrum	Chlamydomonas_fottii	Chlamydomonas_globosa	Chlamydomonas_isabeliensis	Chlamydomonas_latifons	Chlamydomonas_parallestriata	Chlamydomonas_parallestriata_s2	Chlamydomonas_parallestriata_s3	Chlamydomonas_parallestriata_s4	Chlamydomonas_parallestriata_s5	Chlamydomonas_parallestriata_s6	Chlamydomonas_petasus	Chlamydomonas_pila	Chlamydomonas_schloesseri	Chlamydomonas_sp.	Chlamydomonas_typica	Chlamydomonas_typica_s2	Chlamydomonas_zebra	Eudorina_elegans	Eudorina_unicocca	Haematococcus_lacustris	Lobomonas_rostrata	Microglena_globulifera	Pandorina_morum	Pandorina_sp.	Paulschulzia_pseudovolvox	Tetrabaena_socialis	Tetraspora_cylindrica	Vitreochlamys_aulata	Vitreochlamys_fluviatilis	Vitreochlamys_ordinata	Vitreochlamys_ordinata_s2	Vitreochlamys_spec.	Volvox_aureus	Volvox_barberi	Volvox_giga	Volvox_globator	Volvox_sp.	Volvox_tertius
124	Brevundimonas subvibrioides	74313	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_subvibrioides	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_subvibrioides	2	2	4	0	0	0	0	0	0	8109.5	0	0	0	0	60792.0	0	0	0	0	0	0	0	0	17397.5	0	0	0	0	0	0	60385.5	0	0	0	0	0	0	0	0	0	0	0	0	0
125	Propioniciclava sp. MC1595	2760308	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava|s__Propioniciclava_sp_MC1595	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__Propioniciclava_sp_MC1595	0	1	1	0	0	0	0	0	0	117.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	Faecalibacterium prausnitzii	853	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	k__Bacteria	p__Firmicutes	c__Clostridia	o__Eubacteriales	f__Oscillospiraceae	g__Faecalibacterium	s__Faecalibacterium_prausnitzii	0	1	1	0	0	0	0	0	0	0	110.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	Agrobacterium pusense	648995	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_pusense	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_pusense	0	1	1	0	0	0	0	0	0	0	147.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
131	Sphingopyxis sp. PAMC25046	2565556	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_PAMC25046	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_PAMC25046	1	8	9	0	0	0	0	0	0	0	0	88300.0	0	0	42113.5	51127.5	0	0	0	0	31575.0	0	0	675.0	0	3404.0	0	0	0	0	0	0	0	0	127.0	23181.5	27838.5	0	0	0	0	0	0	0
135	Sphingopyxis sp. DBS4	2968500	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_DBS4	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp_DBS4	2	7	9	0	0	0	0	0	0	0	0	65993.0	0	0	22480.5	42538.5	0	0	0	1551.5	13432.5	0	0	0	0	0	0	0	300.0	0	0	0	0	0	0	15357.5	23351.5	0	0	0	0	0	29692.5	0
139	Sphingopyxis alaskensis	117207	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_alaskensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_alaskensis	0	1	1	0	0	0	0	0	0	0	0	39493.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	Bradyrhizobium sp. 170	2782641	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_170	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp_170	0	1	1	0	0	0	0	0	0	0	0	56935.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	Variovorax boronicumulans	436515	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_boronicumulans	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_boronicumulans	0	1	1	0	0	0	0	0	0	0	0	400.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
156	Enterobacter hormaechei	158836	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_hormaechei	0	3	3	0	0	0	0	0	0	0	0	130.0	180.5	0	149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	Acinetobacter pittii	48296	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_pittii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_pittii	0	2	2	0	0	0	0	0	0	0	0	1130.0	0	0	642.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	Leucobacter muris	1935379	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_muris	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter_muris	0	1	1	0	0	0	0	0	0	0	0	94.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	Sphingomonas panacis	1560345	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_panacis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_panacis	0	2	2	0	0	0	0	0	0	0	0	0	3529.5	0	0	2156.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	Comamonas sp. Y33R10-2	2853257	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_sp_Y33R10_2	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Comamonas	s__Comamonas_sp_Y33R10_2	0	1	1	0	0	0	0	0	0	0	0	0	216.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	Rhodoferax sp. AJA081-3	2752316	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_AJA081_3	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_sp_AJA081_3	2	2	4	0	0	0	0	0	0	0	0	0	269.5	0	0	0	0	0	0	0	0	0	0	0	0	794.5	0	0	1881.0	0	0	0	0	0	0	0	0	0	8180.5	0	0	0	0	0
177	Rhodoferax antarcticus	81479	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_antarcticus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_antarcticus	0	4	4	0	0	0	0	0	0	0	0	0	804.0	132.0	162.5	194.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	Pseudomonas kielensis	2762577	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_kielensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_kielensis	1	1	2	0	0	0	0	0	0	0	0	0	31571.0	0	0	0	0	0	0	0	0	0	0	846.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	Pseudomonas synxantha	47883	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_synxantha	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_synxantha	0	1	1	0	0	0	0	0	0	0	0	0	111.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	Moraxella osloensis	34062	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Moraxella	s__Moraxella_osloensis	2	3	5	0	0	0	0	0	0	0	0	0	211.0	0	0	0	0	0	0	0	0	0	0	0	0	359.0	0	0	185.0	0	0	121.0	0	0	0	122.0	0	0	0	0	0	0	0	0
183	Thermosynechococcus sp. NK55a	1394889	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pseudanabaenales|f__Thermosynechococcaceae|g__Thermosynechococcus|s__Thermosynechococcus_sp_NK55a	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria_unclassified	o__Pseudanabaenales	f__Thermosynechococcaceae	g__Thermosynechococcus	s__Thermosynechococcus_sp_NK55a	1	1	2	0	0	0	0	0	0	0	0	0	349.5	0	0	0	0	0	0	0	0	0	0	210.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	Staphylococcus epidermidis	1282	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_epidermidis	0	1	1	0	0	0	0	0	0	0	0	0	353.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	Brevundimonas sp. AJA228-03	2752515	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_AJA228_03	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_sp_AJA228_03	7	9	16	0	0	0	0	0	0	0	0	0	0	19778.5	46510.0	0	117445.0	0	34832.0	0	64788.5	0	90.5	7072.5	1850.5	25657.5	0	0	39343.0	0	105621.5	0	2921.0	0	4358.5	377.5	0	0	13908.5	0	0	0	8838.5	0
188	Brevundimonas mediterranea	74329	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_mediterranea	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_mediterranea	3	4	7	0	0	0	0	0	0	0	0	0	0	11427.0	0	0	0	0	11243.0	0	33386.0	0	0	0	0	0	0	0	23232.5	0	0	0	0	0	7544.5	0	0	0	8190.5	0	0	0	5578.5	0
195	Pseudomonas sp. LS44	1357074	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_LS44	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp_LS44	0	2	2	0	0	0	0	0	0	0	0	0	0	156.5	0	0	596.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	Brevundimonas sp. MF30-B	2561924	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_MF30_B	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_sp_MF30_B	2	3	5	0	0	0	0	0	0	0	0	0	0	0	46174.5	0	0	0	0	0	0	0	0	9514.0	0	15502.5	0	0	0	0	33139.0	0	0	0	3762.0	0	0	0	0	0	0	0	0	0
227	Brevundimonas goettingensis	2774190	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_goettingensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_goettingensis	2	2	4	0	0	0	0	0	0	0	0	0	0	0	56562.5	0	0	0	0	0	0	0	0	0	0	0	0	9147.0	0	0	0	3804.0	0	0	0	0	0	0	0	0	0	0	13665.0	0
229	Brevundimonas albigilva	1312364	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_albigilva	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_albigilva	4	5	9	0	0	0	0	0	0	0	0	0	0	0	29918.5	0	51155.0	0	16024.5	0	0	0	0	0	0	9672.5	0	5622.5	0	0	19051.0	2641.0	1065.5	0	0	0	0	0	0	0	0	0	7080.5	0
230	Brevundimonas vesicularis	41276	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_vesicularis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12032.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	Mycetohabitans rhizoxinica	412963	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Mycetohabitans|s__Mycetohabitans_rhizoxinica	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Mycetohabitans	s__Mycetohabitans_rhizoxinica	0	1	1	0	0	0	0	0	0	0	0	0	0	0	160.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	Hymenobacter sp. DG25B	1385664	k__Bacteria|p__Bacteroidota|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp_DG25B	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter_sp_DG25B	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1011.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	Sphingomonas donggukensis	2949093	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_RMG20	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_sp_RMG20	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	952.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	Pseudomonas mosselii	78327	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_mosselii	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_mosselii	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	298.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
256	Pseudomonas fulva	47880	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fulva	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_fulva	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	289.0	366.5	0	434.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	Marisediminicola antarctica	674079	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Marisediminicola|s__Marisediminicola_antarctica	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Micrococcales	f__Microbacteriaceae	g__Marisediminicola	s__Marisediminicola_antarctica	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	138.5	0	0	0	0	0	0	0	0	66.5	0	55.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
262	Brevundimonas sp. M20	2591463	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_M20	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_sp_M20	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	263033.5	0	77260.5	0	148435.0	0	0	0	0	0	0	160015.5	0	0	0	86116.5	0	0	0	0	0	0	0	0	0	0	139471.0	0
266	Caulobacter mirabilis	69666	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_mirabilis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter_mirabilis	3	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9547.0	0	17375.5	0	0	0	0	35196.5	0	0	0	0	0	0	22809.0	0	2319.5	4776.0	0	0	0	0	0	0	0	0	0	0
267	Caulobacter vibrioides	155892	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_vibrioides	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter_vibrioides	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7942.0	0	5028.5	0	0	0	0	0	0	0	0	1973.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	Aurantiacibacter atlanticus	1648404	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Aurantiacibacter|s__Aurantiacibacter_atlanticus	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter	s__Aurantiacibacter_atlanticus	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1776.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	Rhodoferax sp. BAB1	2741720	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Rhodoferax|s__Rhodoferax_sp_BAB1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_sp_BAB1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4054.0	0	0	0	0	0	1144.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292594.0	0
282	Rubrivivax gelatinosus	28068	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Rubrivivax|s__Rubrivivax_gelatinosus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sphaerotilaceae	g__Rubrivivax	s__Rubrivivax_gelatinosus	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	53126.5	0	173630.0	0	0	0	0	0	0	0	0	0	917.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	Vitreoscilla filiformis	63	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Vitreoscilla|s__Vitreoscilla_filiformis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Vitreoscilla	s__Vitreoscilla_filiformis	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1305.0	0	4249.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	Mycolicibacterium phlei	1771	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_phlei	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_phlei	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	291.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	Corynebacterium pseudodiphtheriticum	37637	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pseudodiphtheriticum	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_pseudodiphtheriticum	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	120.5	0	63.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	Gemmatimonas phototrophica	1379270	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas_phototrophica	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__Gemmatimonas_phototrophica	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	62616.5	0	6128.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	Gemmatimonas groenlandica	2732249	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas_groenlandica	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__Gemmatimonas_groenlandica	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11672.5	0	1223.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	Bifidobacterium longum	216816	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	k__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_longum	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	Limnohabitans sp. 63ED37-2	1678128	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Limnohabitans|s__Limnohabitans_sp_63ED37_2	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Limnohabitans	s__Limnohabitans_sp_63ED37_2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125373.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428291.5	0	0	0	0	0	0	0	0
300	Methylibium petroleiphilum	105560	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Methylibium|s__Methylibium_petroleiphilum	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Sphaerotilaceae	g__Methylibium	s__Methylibium_petroleiphilum	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19939.5	0	0	0	107.0	93756.5	0	1983.5	0	0	0	0	0	0	0	0	121721.5	0	0	0	1253.5	0	0	0	0	0
